gene_symbol_upper,gene_symbol,log2FC_disease_only,SE_disease_only,p_value_disease_only,FDR_disease_only,log2FC_adjusted_age_sex,SE_adjusted_age_sex,p_value_adjusted_age_sex,FDR_adjusted_age_sex,same_direction,abs_log2FC_change
HS.582706,HS.582706,-0.0047024771020817,0.0238241545100847,0.8438083125584481,0.9500104926151842,0.005624888166899498,0.024929226976718344,0.8218196913760223,0.9390594498903094,False,0.010327365268981198
HS.23589,HS.23589,-0.0054466131245776,0.0276018956455778,0.8438514614344677,0.9500104926151842,-0.015589253197625321,0.029033240413524095,0.5921702538205283,0.8370849522314167,True,0.010142640073047722
HS.569108,HS.569108,-0.0046356105495909,0.023492699857596,0.8438562898325461,0.9500104926151842,0.007197841541176385,0.024982573200867168,0.7736913604595439,0.9208340040023192,False,0.011833452090767284
HS.548066,HS.548066,-0.0043594191419935,0.022093606847643,0.8438605506131343,0.9500104926151842,0.0008262256262346914,0.023561566295763017,0.9720772516392195,0.9906939439216746,False,0.005185644768228192
HS.518490,HS.518490,0.005142766295838,0.0260639160601016,0.8438622839069276,0.9500104926151842,-0.004960269779537191,0.02757303684021936,0.8574983674414248,0.9520869274467143,False,0.010103036075375191
FOXN2,FOXN2,-0.0094363896763439,0.0478295681987244,0.843879214203278,0.9500104926151842,0.04982332433094751,0.04845259993344565,0.3056123899416522,0.6196886952863255,False,0.05925971400729141
HS.546119,HS.546119,0.0061744559032404,0.0313046071160588,0.843921420721321,0.950029747720608,0.012557816393852133,0.03321745861585679,0.7059753092356404,0.8932522262900828,True,0.006383360490611733
HS.568549,HS.568549,0.0042165515469266,0.0213826233642015,0.843954763488743,0.950039023765466,0.00026362221720786756,0.022407912144345392,0.9906303400923714,0.9973316427460155,True,0.003952929329718732
HS.224854,HS.224854,-0.0054607489288832,0.0276991538268435,0.843994024888201,0.9500404703002466,-0.0050762659130711135,0.02965454661338842,0.8643329595604329,0.9545852202195658,True,0.0003844830158120866
LOC646881,LOC646881,0.0052180307365733,0.0264711978763251,0.8440126977702075,0.9500404703002466,0.021490489340609917,0.027543993246236895,0.4365951297039984,0.7360690200266868,True,0.016272458604036616
HS.579364,HS.579364,0.004961706403724,0.0251804867882601,0.8440715709962157,0.9500404703002466,0.00890301095321111,0.02686343092207229,0.7408319032441486,0.9090871234007246,True,0.00394130454948711
HS.13997,HS.13997,0.0046744222077869,0.0237243854549279,0.8440836109978378,0.9500404703002466,0.0008824615504160558,0.025053985067789723,0.9719532954986969,0.990669371184285,True,0.003791960657370844
HS.541437,HS.541437,-0.0049558920945834,0.0251535287865249,0.8440871701523495,0.9500404703002466,-0.0007881639575097936,0.02674851772505563,0.9765357402675127,0.9925066902855838,True,0.004167728137073607
HS.467837,HS.467837,-0.0049102673889712,0.0249251190461324,0.8441066652834142,0.9500404703002466,-0.005000926244198365,0.026762253222144886,0.8520409851064963,0.9505774909396243,True,9.065885522716467e-05
HS.574258,HS.574258,-0.0047655122520573,0.0241960579046435,0.8441431284172576,0.9500532559574012,0.009572563412136732,0.025490024771600475,0.7078343687600057,0.8941687286999345,False,0.014338075664194032
HS.579533,HS.579533,0.0048795424499257,0.0247909923834148,0.8442422054490266,0.9500780968696758,0.0061167290874539135,0.02626775293427947,0.8162145433770217,0.936370790246841,True,0.0012371866375282137
HS.333862,HS.333862,0.0047719706432013,0.0242462245995181,0.8442533736815974,0.9500780968696758,0.0034671497196485665,0.025979791807780483,0.8940274627451825,0.9641902244116658,True,0.0013048209235527334
FGB,FGB,-0.0036583158739729,0.0185921612055281,0.8442895869790816,0.9500780968696758,-0.0050094269723888135,0.019809606183647435,0.8007382659787474,0.9300211880997905,True,0.0013511110984159138
HS.570950,HS.570950,0.0049450680955479,0.0251340974982661,0.8443045719845053,0.9500780968696758,-0.0016858363022782586,0.026231887212308253,0.9488508838229239,0.9830095263893552,False,0.006630904397826158
SPIC,SPIC,0.0038999763115624,0.019826704903222,0.8443390897462565,0.9500780968696758,0.0016001858511298804,0.021099592220843535,0.9396564996374479,0.9803113179439784,True,0.0022997904604325197
HS.529889,HS.529889,0.0048150639431532,0.0244797407452323,0.8443448145924981,0.9500780968696758,-0.005072830762082467,0.026124078594830992,0.8463187833967816,0.9491231750565678,False,0.009887894705235666
SPRR2E,SPRR2E,-0.0035006596845678,0.0177991085179484,0.8443602395743824,0.9500780968696758,-0.0051307948286179765,0.019005161971405428,0.7875877904300519,0.925711136821443,True,0.0016301351440501763
KIAA0415,KIAA0415,-0.0060519493171269,0.0307736084617169,0.8443725436848631,0.9500780968696758,0.0012550708459177925,0.032814431511644995,0.969545602155919,0.9896985203930226,False,0.007307020163044693
HS.540371,HS.540371,0.0050112340759536,0.0254864464608559,0.844401353510537,0.9500780968696758,0.0011332383610309304,0.0270978113646716,0.9667024054360401,0.9888122999549281,True,0.0038779957149226696
LOC732058,LOC732058,-0.0042177074148537,0.0214527581268371,0.8444162380279365,0.9500780968696758,-0.00421058630538208,0.022777066014818045,0.8536096309824521,0.9512782172652987,True,7.121109471619827e-06
HS.574145,HS.574145,0.0047694539342049,0.0242790321502541,0.8445420864361896,0.9501517319919718,0.002304153056742807,0.025924237181339356,0.9293059254439449,0.9769858066710613,True,0.002465300877462093
HS.544625,HS.544625,0.0053350842322192,0.027159565851324,0.8445487401406371,0.9501517319919718,-0.0016807538471136233,0.028119992258850982,0.9524246686890251,0.9840673836132875,False,0.007015838079332823
ITGB1BP1,ITGB1BP1,0.0119032025546678,0.0605994591112976,0.8445570011153076,0.9501517319919718,-0.01042120373148885,0.06423743554569944,0.871362468180991,0.9562323185773708,False,0.022324406286156652
RNASEH1,RNASEH1,-0.007235700768991,0.0368521005405118,0.8446194276647477,0.9501937177670118,-0.022056724529845802,0.038943325797851744,0.5720553687282262,0.8255169482532009,True,0.014821023760854802
LOC645563,LOC645563,0.0049013527082714,0.0249688890608533,0.8446553110953144,0.9502058410235203,0.008474940533890663,0.026237038296881707,0.7471732753915405,0.9108797295923858,True,0.0035735878256192627
HS.571043,HS.571043,0.0051665021448944,0.0263353506248453,0.8447468160177186,0.9502126381268636,0.0036195831930303326,0.027778900357888048,0.8965190381529,0.9651995425122936,True,0.0015469189518640676
LOC653684,LOC653684,-0.005066581365023,0.0258274287012598,0.8447551648333305,0.9502126381268636,0.00010886947390550093,0.027485106567605416,0.996845279716029,0.9992511079888384,False,0.005175450838928501
HS.543515,HS.543515,0.0044598686787599,0.0227352752602252,0.8447593977288232,0.9502126381268636,0.007529128416867359,0.02430308552360854,0.7571793570895721,0.9145981088595085,True,0.0030692597381074584
HS.538366,HS.538366,0.0047650740469268,0.0242915125622327,0.8447617825507703,0.9502126381268636,0.018296594094774583,0.025721021442942246,0.478069364967573,0.7655769518670096,True,0.013531520047847783
ARHGAP11B,ARHGAP11B,-0.0053039236020814,0.0270574956835768,0.8448695205509502,0.950266590431782,-0.015761186822152034,0.028592399305599845,0.5823626604278167,0.8313880515485157,True,0.010457263220070633
LOC652184,LOC652184,-0.0042984771439291,0.021930215377357,0.8448828973084589,0.950266590431782,-0.0106666488383546,0.023326707612575548,0.6481946469542121,0.867453133261284,True,0.0063681716944255
LOC653397,LOC653397,-0.0053208380911955,0.0271465404970809,0.8448850737578352,0.950266590431782,-0.016421109509053785,0.029017755627092592,0.5723816960019145,0.8257184719786522,True,0.011100271417858285
FLJ33706,FLJ33706,-0.0044726878698601,0.0228292473387144,0.8449515409518602,0.9503131060583686,0.003728748848302196,0.024324348511669987,0.8783912600556292,0.958643604303357,False,0.008201436718162296
PPIF,PPIF,0.0076762049591174,0.0391967336424628,0.8450150775082084,0.9503563229436168,-0.012227997434035713,0.04134312255609218,0.7678513891313269,0.91894540267023,False,0.019904202393153114
LOC283887,LOC283887,-0.004671421761733,0.0238579367900362,0.845043430758394,0.950359969109776,0.0018722013630876127,0.0245136689214489,0.9392323484038623,0.9802224787678614,False,0.006543623124820612
HS.576550,HS.576550,0.0047634723439749,0.0243325392459818,0.8450716000186129,0.950363408145022,0.004961185674707862,0.02585811724500354,0.8481324631867696,0.9497827192741566,True,0.00019771333073296225
LOC651619,LOC651619,-0.0065937594170309,0.0336940872882463,0.8451268161309167,0.9503719751065376,0.01538855821917125,0.03551550612527128,0.6654796971536019,0.874570486041254,False,0.02198231763620215
HS.530201,HS.530201,-0.0060194205747468,0.0307741176804055,0.8452008426564143,0.9503719751065376,-0.018347463523359524,0.03271931508088422,0.5758750516785107,0.8281378018878864,True,0.012328042948612724
LOC648541,LOC648541,-0.0051496521153867,0.0263291009292187,0.8452104193497927,0.9503719751065376,-0.003990863716579609,0.028127464278967392,0.8873778143388241,0.9615948679017076,True,0.0011587883988070915
DSCR9,DSCR9,-0.0044565663524439,0.0227871072126868,0.8452212143916953,0.9503719751065376,-0.0014178386955181034,0.024397530842710718,0.9537418685738701,0.9845663610408075,True,0.0030387276569257965
DCLRE1C,DCLRE1C,0.0082384083785667,0.0421305759054352,0.8452441741206069,0.9503719751065376,-0.01632921889883166,0.042413290465485455,0.7008283640434888,0.8911852611928649,False,0.024567627277398363
RBMXL2,RBMXL2,0.005299127174891,0.0271019716066572,0.845259111781858,0.9503719751065376,0.008524551225116812,0.028819578900310464,0.7678348678243128,0.91894540267023,True,0.0032254240502258124
HS.385813,HS.385813,0.0040479838309134,0.0207050403980783,0.8452734520485865,0.9503719751065376,-0.004201636763154596,0.02198048175708144,0.8486866115180994,0.949845277437933,False,0.008249620594067995
SERPINA13,SERPINA13,-0.0052020298355114,0.0266156925972552,0.8453183327948597,0.9503719751065376,-0.01082004628838229,0.028394722016770044,0.7037459441660893,0.8923583298905379,True,0.00561801645287089
HS.283637,HS.283637,-0.0050391994017915,0.0257847197174618,0.8453309689607554,0.9503719751065376,-0.003955390080480326,0.027448192667075322,0.8856286972027434,0.9611029326815114,True,0.0010838093213111737
HS.544405,HS.544405,0.0048039754891134,0.0245890407312745,0.8453801611023906,0.9503719751065376,0.006565969715710403,0.026075405016888493,0.8015648540320545,0.9302675849316302,True,0.0017619942265970027
CD300LB,CD300LB,0.0048955000314449,0.0250587820181765,0.8453879277835853,0.9503719751065376,-0.0027284808894708907,0.02599951855122156,0.9165730067192459,0.9721907760018552,False,0.0076239809209157905
HS.566426,HS.566426,0.0046110362530224,0.0236041332475058,0.8453972837469865,0.9503719751065376,0.011325369216112725,0.025057828403432493,0.6520006880961531,0.8686670411552603,True,0.006714332963090325
HS.543714,HS.543714,-0.0050719525389461,0.0259676076125034,0.8454209128712755,0.9503719751065376,0.00597933302090876,0.027398087219282705,0.8275652411151178,0.9417859669004915,False,0.01105128555985486
LOC652450,LOC652450,-0.0035860312445584,0.0183612096157307,0.8454316162079812,0.9503719751065376,-0.0022382830363150597,0.019681756614609063,0.9096220715941562,0.9698020851317922,True,0.0013477482082433403
TTLL2,TTLL2,-0.0036638827092417,0.0187628096607417,0.8454558911876262,0.9503719751065376,-0.004218694497680247,0.01983838724573069,0.8319113513996189,0.9430608766174804,True,0.0005548117884385472
ZFATAS,ZFATAS,0.003840584765844,0.0196711696607217,0.8454827714489451,0.9503739632378976,0.006561647900389209,0.020884789590051658,0.7538564438812043,0.9136695503701532,True,0.002721063134545209
LOC646471,LOC646471,-0.0049425300263679,0.0253277692733362,0.8455582027944586,0.9504206302360472,-0.01576836598091408,0.026971024532390076,0.5597437631413712,0.8185825795297371,True,0.010825835954546179
HS.98737,HS.98737,0.0053339653180924,0.0273402213511287,0.8455947874276739,0.9504206302360472,-0.0009771162525023037,0.028790146545516933,0.9729746273136026,0.9909587441444963,False,0.006311081570594704
HS.584167,HS.584167,-0.0051662931625554,0.0264828859009087,0.8456068701949417,0.9504206302360472,-0.0023848088861935972,0.02792298105525585,0.9320618734750464,0.9779814706128978,True,0.002781484276361803
CXORF42,CXORF42,-0.0054616471325607,0.0280025164481876,0.8456374593752434,0.9504206302360472,-0.018310416510719043,0.02931399699362753,0.5332449667961945,0.8019865289051334,True,0.012848769378158343
HS.574443,HS.574443,0.004590155457909,0.0235380674745514,0.8456620167779869,0.9504206302360472,-0.0025677974264687923,0.024564052771166058,0.9168967607705547,0.9721907760018552,False,0.007157952884377792
HS.565917,HS.565917,0.0063962482443133,0.0328078073891671,0.8457000762590545,0.9504206302360472,-0.0036171188767527888,0.03495753564316416,0.9177387539796786,0.9724999284262638,False,0.010013367121066088
AURKB,AURKB,-0.0053101184092899,0.0272425036739581,0.845731964829995,0.9504206302360472,0.008597245271492169,0.02874142675776411,0.7652955772517074,0.918306164130251,False,0.013907363680782069
LOC653537,LOC653537,0.0036930837433472,0.0189497586598032,0.8457571138703871,0.9504206302360472,0.012134558680146955,0.020144237964561634,0.5479073533417229,0.8117479622067272,True,0.008441474936799755
HS.580479,HS.580479,-0.0052355587806012,0.0268662550914092,0.8457674811509488,0.9504206302360472,-0.022578830367558155,0.028193883192682255,0.4246000647510647,0.7261371012457657,True,0.017343271586956956
HS.583147,HS.583147,-0.0068652268376886,0.0352323425295177,0.8457823940942774,0.9504206302360472,-0.014748510242061457,0.03722183361653158,0.6925453053026618,0.8874240604193173,True,0.007883283404372856
LOC652163,LOC652163,-0.0043713232769714,0.0224363022838658,0.8458005291536773,0.9504206302360472,0.007767594805329395,0.0230232598479498,0.7363428274016461,0.9069993715415565,False,0.012138918082300795
PCDHA8,PCDHA8,0.0048402737048858,0.0248623380543339,0.8459174631961373,0.9504714367996824,0.0016891266692292569,0.0263435494137405,0.9489681188232681,0.9830203209247409,True,0.003151147035656543
GRXCR1,GRXCR1,0.0044331879344445,0.0227731912228112,0.8459299695960676,0.9504714367996824,0.00641278295989757,0.024248402551846845,0.7918184460502132,0.9268509564253782,True,0.00197959502545307
HS.545047,HS.545047,-0.0045511068509941,0.0233891140141444,0.8459961528726587,0.9504714367996824,0.0011486740854944658,0.024769600733598362,0.9630789238229255,0.9876847463998825,False,0.005699780936488565
HS.546012,HS.546012,0.0053104003193027,0.0272954277579406,0.8460192259593028,0.9504714367996824,0.005051665173383717,0.02900631212074872,0.8619969570314396,0.9538108273931833,True,0.00025873514591898215
GNRHR2,GNRHR2,0.0068347994088034,0.0351435435177388,0.8460742241880419,0.9504714367996824,0.020866841585955583,0.037317764367504516,0.5769544568283141,0.8287000786794328,True,0.014032042177152183
HS.580466,HS.580466,-0.0049271626153861,0.0253358475495889,0.8460807909582821,0.9504714367996824,0.003017840709371346,0.026971847997170555,0.9110743642274436,0.9701801813651195,False,0.007945003324757446
HS.104789,HS.104789,0.0045043447152876,0.0231647974056649,0.8461012068917866,0.9504714367996824,0.015066921901457935,0.024547790326471166,0.5403717107928707,0.8063165240315748,True,0.010562577186170334
LOC646074,LOC646074,0.0047815646606182,0.0245929680165158,0.8461166101190101,0.9504714367996824,0.00852060868012487,0.025733574157824398,0.7410646683609354,0.9090871234007246,True,0.00373904401950667
HS.158769,HS.158769,0.0052506004859688,0.0270101081316859,0.8461433497048787,0.9504714367996824,-0.00976804379984437,0.028259414019776836,0.730127405445379,0.903817151947333,False,0.01501864428581317
HS.574849,HS.574849,0.0076377216124808,0.0392913244253972,0.8461487697480753,0.9504714367996824,0.01909178457387862,0.04132975545227798,0.6448531828753427,0.8657322913687107,True,0.01145406296139782
HS.566481,HS.566481,-0.0043534519218682,0.022401995490453,0.8461907767195034,0.9504714367996824,-0.007725491201962616,0.023799877755290178,0.7459737365998023,0.9108103276841848,True,0.003372039280094416
HS.570696,HS.570696,0.0044086358144646,0.0226862736060981,0.8461928707651254,0.9504714367996824,0.003249011820798799,0.02409089396107375,0.8929153350628043,0.9637598040949947,True,0.001159623993665801
FLJ20209,FLJ20209,0.005339717658683,0.0274807033457285,0.846210567062905,0.9504714367996824,-0.005879428144280044,0.029235384785814788,0.8409113511342322,0.9471483287707554,False,0.011219145802963045
